"","Identifiant","Date (AAAA/MM/JJ)","Heure","Intensité épicentrale","Qualité intensité épicentrale","Nom","Région épicentrale","Choc"
"","490038","1755/08/07","22 h","5","I","VALLEE DE LA LOIRE (ST-FLORENT)","ANJOU","GROUPE DE SECOUSSES D UN ESSAIM"
"","1140049","1755/11/01","9 h 30 min","10.5","E","ATLANTIQUE (W. LISBONNE)","PORTUGAL",""
"","1120004","1755/12/09","14 h 45 min","8.5","B","VALAIS (BRIG)","SUISSE",""
"","1110099","1755/12/26","23 h 56 min","6","E","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE","PRECURSEUR"
"","1110243","1755/12/26","16 h","4.5","C","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE","PRECURSEUR"
"","1110100","1755/12/27","0 h 12 min","7","B","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE",""
"","660014","1755/12/27","4 h 15 min","6","B","CONFLENT (PRADES)","PYRENEES ORIENTALES","REPLIQUE"
"","660009","1755/12/27","3 h 37 min","6","B","CONFLENT (PRADES)","PYRENEES ORIENTALES",""
"","1110101","1756/02/18","8 h 10 min","8","B","HAUTES-FAGNES (STOLBERG)","ALLEMAGNE",""
"","1110177","1756/02/20","4 h","6","E","HAUTES-FAGNES (STOLBERG)","ALLEMAGNE","REPLIQUE"
"","1150137","1756/02/20","7 h","4","I","KENT (MARGATE)","GRANDE-BRETAGNE",""
"","600002","1756/04/26","15 h 30 min","4.5","C","BEAUVAISIS (HEDENCOURT)","PICARDIE","PRECURSEUR"
"","600001","1756/04/26","9 h 15 min","5","C","BEAUVAISIS (GANNES)","PICARDIE","PRECURSEUR"
"","600005","1756/04/30","21 h 15 min","6","B","BEAUVAISIS (WAVIGNIES)","PICARDIE",""
"","600009","1756/05/15","2 h","4.5","C","BEAUVAISIS (WAVIGNIES)","PICARDIE","REPLIQUE"
"","600008","1756/05/15","1 h","4","C","BEAUVAISIS (SAINS-MORAINVILLERS)","PICARDIE","REPLIQUE"
"","1110178","1756/06/03","1 h","6","C","HAUTES-FAGNES (STOLBERG)","ALLEMAGNE","REPLIQUE"
"","1120089","1756/06/07","8 h 50 min","5","C","JURA SUISSE (LA CHAUX-DE-FONDS)","SUISSE",""
"","1120092","1756/06/23","23 h","4","I","JURA SUISSE (LA CHAUX-DE-FONDS)","SUISSE",""
"","1120091","1756/06/23","0 h 5 min","5","I","JURA SUISSE (LA CHAUX-DE-FONDS)","SUISSE","GROUPE DE SECOUSSES D UN ESSAIM"
"","1150112","1756/06/24","","4.5","I","KENT (ASHFORD)","GRANDE-BRETAGNE",""
"","130032","1756/07/03","2 h 20 min","6","I","BASSIN D'AIX-EN-PROVENCE (AIX-EN-PROVENCE)","PROVENCE",""
"","840008","1756/08/28","5 h 30 min","5","I","COMTAT (CARPENTRAS)","VAUCLUSE",""
"","660018","1756/10/29","16 h 30 min","4","I","PLAINE DU ROUSSILLON (PERPIGNAN)","PYRENEES ORIENTALES",""
"","900003","1757/01/18","5 h 52 min","6","B","VOSGES COMTOISES (PLANCHER-LES-MINES)","FRANCHE-COMTE",""
"","1150043","1757/07/15","18 h 30 min","5.5","B","CORNWALL (PENZANCE)","GRANDE-BRETAGNE",""
"","380119","1757/09/15","23 h","4.5","C","BAS-PLATEAUX DAUPHINOIS (PONT-DE-BEAUVOISIN)","DAUPHINE",""
"","760015","1757/10/28","0 h 40 min","6","C","ESTUAIRE DE LA SEINE (LE HAVRE)","NORMANDIE",""
"","350005","1757/11/08","12 h 15 min","4","C","BASSIN DE RENNES (RENNES)","BRETAGNE",""
"","760058","1757/12/09","18 h","5.5","C","ESTUAIRE DE LA SEINE (LE HAVRE)","NORMANDIE","REPLIQUE"
"","1110107","1758/08/11","11 h 30 min","5","C","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE",""
"","1150113","1759/02/24","22 h","4","I","CORNWALL (LISKEARD)","GRANDE-BRETAGNE",""
"","180006","1759/05/13","1 h","6","C","CHAMPAGNE BERRICHONNE (ISSOUDUN)","BERRY",""
"","330009","1759/08/10","22 h 10 min","7.5","K","ENTRE-DEUX-MERS, BORDELAIS","GUYENNE",""
"","1110244","1759/08/12","18 h 30 min","4","C","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE","PRECURSEUR"
"","330010","1759/08/16","19 h","5","E","ENTRE-DEUX-MERS, BORDELAIS","GUYENNE","REPLIQUE"
"","1110108","1759/08/23","4 h 30 min","7","C","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE",""
"","1110111","1760/01/19","15 h","5","C","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE","PRECURSEUR"
"","1110102","1760/01/20","22 h 15 min","7","B","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE",""
"","1110113","1760/01/20","20 h","6","C","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE","PRECURSEUR"
"","330014","1760/07/12","1 h","4.5","I","ENTRE-DEUX-MERS, BORDELAIS","GUYENNE",""
"","760052","1760/11","5 h","4","I","PAYS DE CAUX (DIEPPE)","NORMANDIE",""
"","1140050","1761/03/31","12 h 15 min","7.5","E","ATLANTIQUE (W. LISBONNE)","PORTUGAL",""
"","660019","1761/04/20","13 h 8 min","6.5","C","CATALOGNE (OLOT)","ESPAGNE",""
"","1140135","1761/04/20","23 h","5.5","C","CATALOGNE (OLOT)","ESPAGNE","REPLIQUE"
"","1140136","1761/04/21","4 h","5.5","C","CATALOGNE (OLOT)","ESPAGNE","REPLIQUE"
"","1110118","1761/05/04","7 h","5","C","LIMBOURG (MAASTRICHT)","HOLLANDE",""
"","330016","1761/05/06","22 h 15 min","4","I","BORDELAIS (BORDEAUX)","GUYENNE",""
"","1150126","1761/06/09","11 h 55 min","5","C","DORSET (SHERBORNE)","GRANDE-BRETAGNE",""
"","350006","1761/07/23","23 h 45 min","4","I","BASSIN DE RENNES (RENNES ?)","BRETAGNE",""
"","1150075","1761/08/14","","4.5","I","GUERNSEY","ILES ANGLO-NORMANDES",""
"","680028","1761/12/02","17 h","5","I","PLAINE DE HAUTE-ALSACE (MULHOUSE)","ALSACE",""
"","380008","1762/05/05","21 h 28 min","6","I","BAS-PLATEAUX DAUPHINOIS (LA VERPILLIERE)","DAUPHINE",""
"","640165","1763/03/11","22 h","3","I","PAYS BASQUE (BAYONNE)","PYRENEES OCCIDENTALES","PRECURSEUR"
"","640166","1763/03/12","4 h","4","I","PAYS BASQUE (BAYONNE)","PYRENEES OCCIDENTALES",""
"","640167","1763/03/13","1 h 30 min","4","I","BEARN (PAU)","PYRENEES OCCIDENTALES",""
"","520043","1763/06/09","20 h","3.5","I","PLATEAU DE LANGRES (LANGRES)","CHAMPAGNE","PRECURSEUR"
"","520044","1763/06/10","9 h","4","I","PLATEAU DE LANGRES (LANGRES)","CHAMPAGNE","PRECURSEUR"
"","520042","1763/06/10","21 h 5 min","5.5","I","PLATEAU DE LANGRES (LANGRES)","CHAMPAGNE",""
"","840011","1763/07/12","7 h","6.5","B","LUBERON OCCIDENTAL (MENERBES)","VAUCLUSE",""
"","670139","1763/09/04","10 h 45 min","6","B","OUTRE-FORET (LAUTERBOURG)","ALSACE",""
"","670147","1763/09/08","","3","I","OUTRE-FORET (LAUTERBOURG)","ALSACE","REPLIQUE"
"","670141","1763/09/15","17 h","5","C","OUTRE-FORET (LAUTERBOURG)","ALSACE","REPLIQUE"
"","800005","1765/02/14","","4","C","PONTHIEU ET VIMEU (MAISNIERES ?)","PICARDIE",""
"","870011","1765/04/08","22 h 5 min","4.5","E","BASSE-MARCHE (N-E. BELLAC)","LIMOUSIN","GROUPE DE SECOUSSES D UN ESSAIM"
"","90001","1765/05/19","11 h","6","C","COUSERANS (ARROUT)","PYRENEES CENTRALES",""
"","630013","1765/07/14","3 h","5.5","I","LIMAGNE (RIOM)","AUVERGNE",""
"","690027","1766/07","","3","I","LYONNAIS (LYON)","FOREZ-LYONNAIS",""
"","50006","1766/07/08","15 h","5","C","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES","GROUPE DE SECOUSSES D UN ESSAIM"
"","690002","1766/09/23","6 h","4","C","DOMBES (FAREINS ?)","BRESSE ET JURA BRESSAN",""
"","1150076","1766/12/13","18 h 40 min","4","I","HAMPSHIRE (PORTSMOUTH)","GRANDE-BRETAGNE",""
"","440012","1767/04/07","1 h 30 min","6","C","PAYS DE RETZ (BOURGNEUF-EN-RETZ)","PAYS NANTAIS ET VENDEEN",""
"","1130573","1767/05/26","19 h 24 min","7","C","PIEMONT TURINOIS (LANZO)","ITALIE",""
"","130135","1768/01/08","","3.5","I","ETANG DE BERRE","PROVENCE",""
"","640168","1768/04/03","2 h 15 min","7","E","BEARN","PYRENEES OCCIDENTALES",""
"","1110248","1769/09/25","6 h 30 min","5","B","VALLEE DU RHIN (W. DARMSTADT)","ALLEMAGNE",""
"","840012","1769/11/18","4 h","7","B","COMTAT (BEDARRIDES)","VAUCLUSE",""
"","760019","1769/12/01","18 h 30 min","6.5","C","PAYS DE CAUX (VEULES)","NORMANDIE",""
"","760020","1769/12/01","19 h","3","I","PAYS DE CAUX (VEULES)","NORMANDIE","REPLIQUE"
"","840081","1769/12/21","14 h 30 min","7","C","COMTAT (BEDARRIDES)","VAUCLUSE",""
"","760025","1770/02/26","18 h 30 min","5","C","PAYS DE CAUX (VEULES)","NORMANDIE","REPLIQUE"
"","1120067","1770/03/20","16 h 35 min","6.5","C","OBERLAND (CHATEAU-D'OEX)","SUISSE",""
"","10001","1770/07/29","17 h","5","E","BUGEY (BELLEY)","BRESSE ET JURA BRESSAN","GROUPE DE SECOUSSES D UN ESSAIM"
"","850054","1770/11/24","23 h","5","C","MARAIS POITEVIN (LUCON)","PAYS NANTAIS ET VENDEEN",""
"","1150136","1771/08","","4.5","I","ILES SCILLY","GRANDE-BRETAGNE",""
"","1120069","1771/08/11","8 h 20 min","7","E","JURA SOUABE ?","ALLEMAGNE",""
"","790032","1772/01/02","6 h","5.5","I","GATINE (PARTHENAY)","POITOU","PRECURSEUR"
"","790006","1772/01/09","7 h","7.5","C","GATINE (PARTHENAY)","POITOU",""
"","120019","1772/03/06","","3.5","I","PAYS RUTHENOIS (RODEZ) ?","QUERCY-ROUERGUE",""
"","370011","1772/03/08","12 h","4","B","CHINONAIS (ANCHE)","TOURAINE",""
"","260018","1772/06/11","5 h","5.5","I","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","430010","1772/06/24","9 h 36 min","6","C","VELAY (LE PUY)","AUVERGNE",""
"","170029","1772/07/31","14 h 40 min","4","E","AUNIS (LA ROCHELLE)","CHARENTES",""
"","760026","1772/12/23","6 h 37 min","4","C","ESTUAIRE DE LA SEINE (LE HAVRE)","NORMANDIE",""
"","660021","1772/12/25","23 h 30 min","6","C","VALLESPIR (PRATS-DE-MOLLO)","PYRENEES ORIENTALES",""
"","260021","1773/01/16","16 h 30 min","5.5","C","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260199","1773/01/18","20 h 15 min","6.5","C","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260022","1773/01/18","7 h","6","C","TRICASTIN (CLANSAYES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","260200","1773/01/19","","3","I","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260202","1773/01/21","","3","I","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260203","1773/01/22","","3","I","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260023","1773/01/23","16 h","7","C","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260030","1773/02/07","1 h 45 min","6","C","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260204","1773/02/15","11 h 30 min","5","I","TRICASTIN (CLANSAYES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260032","1773/02/22","8 h 30 min","6","I","TRICASTIN (CLANSAYES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","260033","1773/02/24","8 h","5.5","I","TRICASTIN (CLANSAYES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","260034","1773/02/25","","6","C","TRICASTIN (CLANSAYES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","1150014","1773/04/15","13 h 45 min","5","C","JERSEY","ILES ANGLO-NORMANDES","PRECURSEUR"
"","1150054","1773/04/16","4 h","4.5","C","JERSEY","ILES ANGLO-NORMANDES","PRECURSEUR"
"","1150055","1773/04/23","23 h 15 min","5.5","C","JERSEY","ILES ANGLO-NORMANDES",""
"","640172","1773/09","22 h","5","I","OSSAU (LARUNS)","PYRENEES OCCIDENTALES",""
"","640173","1773/10/17","10 h 50 min","6.5","C","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",""
"","50008","1773/12/31","1 h 15 min","6","A","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",""
"","1120070","1774/09/10","16 h 30 min","8","B","LAC DES 4 CANTONS (LUCERNE)","SUISSE",""
"","650058","1775/04/30","21 h 30 min","6","E","BIGORRE (LA BARTHE-DE-NESTE)","PYRENEES CENTRALES",""
"","200001","1775/10/06","7 h 35 min","5.5","I","PAYS D'AJACCIO (VICO)","CORSE","PRECURSEUR"
"","200002","1775/10/22","2 h 12 min","7","B","PAYS D'AJACCIO (VICO)","CORSE",""
"","140007","1775/12/30","10 h 34 min","7","A","PLAINE DE CAEN (CAEN)","NORMANDIE","GROUPE DE SECOUSSES D UN ESSAIM"
"","660022","1776/04/25","1 h","3","I","PLAINE DU ROUSSILLON (PERPIGNAN)","PYRENEES ORIENTALES",""
"","170032","1776/04/30","5 h 20 min","5.5","B","MARAIS POITEVIN (LUCON)","PAYS NANTAIS ET VENDEEN",""
"","140025","1776/05/23","16 h","3.5","I","PLAINE DE CAEN (CAEN)","NORMANDIE","REPLIQUE"
"","1150002","1776/11/28","7 h 56 min","6","E","MANCHE (DETROIT DE CALAIS-DOUVRES)","GRANDE-BRETAGNE",""
"","1110182","1776/12/28","3 h","7","B","VALLEE DU RHIN (MANNHEIM)","ALLEMAGNE",""
"","90004","1777/02/04","6 h","6","I","CAPCIR (QUERIGUT)","PYRENEES CENTRALES",""
"","40211","1777/12/09","","3","I","MOYENNE-DURANCE (MANOSQUE)","ALPES PROVENCALES",""
"","1110183","1778/04/02","15 h","4.5","I","VALLEE DU RHIN (MANNHEIM)","ALLEMAGNE",""
"","1110233","1778/05/22","3 h 45 min","6","C","JURA SOUABE - DONAU RIED","ALLEMAGNE",""
"","650412","1778/06/07","7 h 53 min","7","C","BIGORRE (ST-PE-DE-BIGORRE)","PYRENEES CENTRALES",""
"","880082","1778/10/25","","4","I","HAUTES-VOSGES (REMIREMONT ?)","VOSGES",""
"","90006","1779/10/20","9 h 45 min","6","I","COUSERANS (ST-GIRONS)","PYRENEES CENTRALES",""
"","90005","1779/10/20","9 h","2.5","I","COUSERANS (ST-GIRONS)","PYRENEES CENTRALES","PRECURSEUR"
"","170125","1779/11/04","6 h 15 min","3","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","1110277","1779/12/12","13 h","5","C","VALLEE DU MAIN (FRANKURT)","ALLEMAGNE",""
"","50010","1780/01/20","0 h 30 min","5","C","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",""
"","650502","1780/02","","5","I","NEBOUZAN (AVEZAC-PRAT-LAHITTE)","PYRENEES CENTRALES",""
"","760056","1780/02/12","22 h 30 min","3","I","ESTUAIRE DE LA SEINE (LE HAVRE)","NORMANDIE",""
"","860007","1780/05/02","3 h 20 min","6.5","B","MARAIS POITEVIN (LUCON)","PAYS NANTAIS ET VENDEEN",""
"","700002","1780/10/31","3 h 15 min","5","B","PLATEAU DE HAUTE-SAONE (VESOUL)","FRANCHE-COMTE",""
"","170127","1780/12/26","1 h","3.5","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","300033","1781/04/02","1 h 30 min","5","C","GARRIGUES (SOMMIERES)","CEVENNES",""
"","850004","1781/04/16","12 h","4","E","PLAINE VENDEENNE (N. FONTENAY-LE-COMTE)","PAYS NANTAIS ET VENDEEN",""
"","170128","1781/08/03","15 h 10 min","3","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","170101","1782/04/05","7 h 10 min","3","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","380010","1782/08/15","16 h","6","C","BELLEDONNE (URIAGE)","DAUPHINE",""
"","380011","1782/12/09","3 h","5","B","BAS-PLATEAUX DAUPHINOIS (ST-MARCELLIN)","DAUPHINE",""
"","660023","1783/02/02","","7","C","VALLESPIR (PRATS-DE-MOLLO)","PYRENEES ORIENTALES",""
"","130039","1783/03/25","3 h","5","C","BASSE-DURANCE (MALLEMORT)","PROVENCE","GROUPE DE SECOUSSES D UN ESSAIM"
"","380013","1783/06/21","18 h","5.5","I","BELLEDONNE (MONTALIEU)","DAUPHINE",""
"","210034","1783/07/06","3 h","3.5","I","COTE DIJONNAISE (DIJON)","BOURGOGNE",""
"","210005","1783/07/06","9 h 56 min","6","B","VALLEE DE L'OUCHE (BLIGNY)","BOURGOGNE",""
"","1110123","1783/08/08","2 h 44 min","5","I","HAUTES-FAGNES (AIX-LA-CHAPELLE)","ALLEMAGNE",""
"","170033","1783/09/07","13 h 30 min","4","C","AUNIS (LA ROCHELLE)","CHARENTES",""
"","590004","1783/12/09","4 h","6","C","CAMBRESIS (CAMBRAI)","FLANDRE-ARTOIS",""
"","880085","1784/06/19","","4","I","HAUTES-VOSGES (FRAIZE)","VOSGES",""
"","640188","1784/08/10","11 h 10 min","6","A","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",""
"","650060","1784/08/23","","3","B","BIGORRE (BAREGES)","PYRENEES CENTRALES",""
"","650061","1784/08/27","9 h","3.5","I","BIGORRE (VIEY)","PYRENEES CENTRALES",""
"","50104","1784/09/11","6 h 15 min","4","I","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",""
"","380016","1784/10/15","12 h 3 min","6.5","C","MASSIF DE LA CHARTREUSE (S. CHAMBERY)","ALPES SAVOYARDES",""
"","680031","1784/11/29","22 h 10 min","6","C","SUNDGAU (ALTKIRCH ?)","ALSACE",""
"","380017","1784/12/03","16 h","4","C","BELLEDONNE (ALLEVARD ?)","DAUPHINE",""
"","50013","1784/12/09","9 h 10 min","4.5","I","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES",""
"","170035","1785/02/20","22 h 30 min","2.5","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","50016","1785/04/29","10 h 45 min","6","B","QUEYRAS (MONT-DAUPHIN)","ALPES DAUPHINOISES",""
"","170036","1785/09/07","22 h 30 min","3","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","1130111","1785/09/12","0 h 15 min","7","C","PIEMONT (VAL DE SUSA, OULX)","ITALIE",""
"","630014","1785/12/18","","4","C","LIMAGNE (RIOM)","AUVERGNE",""
"","30038","1786/02/16","18 h","4","C","HAUTE-MARCHE (MONTLUCON)","BOURBONNAIS",""
"","10035","1786/03/26","22 h 10 min","4","I","BUGEY (BELLEY)","BRESSE ET JURA BRESSAN",""
"","340030","1786/04/04","12 h","5","B","BASSE-PLAINE DE L'HERAULT (MONTAGNAC)","LANGUEDOC",""
"","170037","1786/11/18","10 h 30 min","3.5","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","130041","1786/12/01","19 h 30 min","3","C","BASSIN D'AIX-EN-PROVENCE (FUVEAU ?)","PROVENCE","PRECURSEUR"
"","130042","1786/12/02","11 h 45 min","4.5","C","BASSE-DURANCE (S-W JOUQUES ?)","PROVENCE",""
"","1110042","1787/08/27","0 h 45 min","7","E","SOUABE (MEMMINGEN ?)","ALLEMAGNE",""
"","1120071","1788/03/31","17 h","6","E","ALPES BERNOISES ?","SUISSE",""
"","1140133","1788/05/31","4 h 41 min","6.5","I","CATALOGNE (SEU DE URGELL)","ESPAGNE",""
"","1100112","1788/08/26","9 h 0 min","5.5","I","EIFFEL (DIEKIRCH)","LUXEMBOURG",""
"","650062","1789/06/10","9 h 30 min","3","I","BIGORRE (BAREGES)","PYRENEES CENTRALES",""
"","650063","1789/06/17","9 h 30 min","3","I","BIGORRE (BAREGES)","PYRENEES CENTRALES",""
"","260044","1790/01/24","4 h","5","C","TRICASTIN (TULETTE)","DAUPHINE",""
"","210007","1791/05/17","23 h 34 min","6","E","COTE DIJONNAISE (NUITS-SAINT-GEORGES)","BOURGOGNE",""
"","440013","1791/06/21","2 h","3.5","I","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",""
"","380125","1791/07/07","6 h","5","I","VERCORS (MONTEYNARD)","DAUPHINE",""
"","1150077","1791/09/27","21 h","5","C","JERSEY","ILES ANGLO-NORMANDES",""
"","1150129","1792/05/28","0 h 30 min","4","C","CORNWALL (LLOE-LISKEARD)","GRANDE-BRETAGNE",""
"","1150133","1793/09/28","16 h","5","C","WILTSHIRE (SALISBURY)","GRANDE-BRETAGNE",""
"","230046","1793/12/24","","5","I","COMBRAILLE (CHAMBON-SUR-VOUEIZE)","BOURBONNAIS",""
"","290041","1795/08/19","9 h","5","C","CORNOUAILLE (PONT-L'ABBE)","BRETAGNE",""
"","300034","1795/08/29","6 h","5","I","CEVENNES (ST-JEAN-DU-GARD)","CEVENNES",""
"","260045","1795/08/29","6 h 45 min","6","E","NORD VALENTINOIS ?","DAUPHINE",""
"","360037","1796/02/04","22 h 4 min","6.5","C","COMBRAILLE (CHAMBON-SUR-VOUEIZE)","BOURBONNAIS",""
"","1120219","1796/04/20","7 h 12 min","7","C","VALLEE DU RHIN (SUD APPENZELL)","SUISSE",""
"","190003","1797/07/13","20 h 15 min","6","E","MONTAGNE LIMOUSINE (TREIGNAC)","LIMOUSIN",""
"","660024","1797/09/08","","5","I","PLAINE DU ROUSSILLON (ILLE-SUR-TET)","PYRENEES ORIENTALES",""
"","680036","1797/12/31","1 h","3","I","VOSGES ALSACIENNES (KAYSERSBERG)","ALSACE",""
"","170039","1798/02/01","22 h 30 min","4.5","E","MARAIS POITEVIN (MAILLEZAIS)","PAYS NANTAIS ET VENDEEN",""
"","490039","1798/02/05","4 h","5.5","C","VAL D'ANJOU (ANGERS)","ANJOU",""
"","570009","1798/03/14","10 h","6","C","PLATEAU LORRAIN (BITCHE)","LORRAINE",""
"","660025","1798/08/12","15 h","6","E","MEDITERRANEE (E. CADAQUES)","ESPAGNE","PRECURSEUR"
"","660027","1798/08/13","22 h 45 min","6","E","MEDITERRANEE (E. CADAQUES)","ESPAGNE",""
"","440015","1799/01/25","3 h 45 min","7.5","K","MARAIS BRETON (BOUIN)","PAYS NANTAIS ET VENDEEN","GROUPE DE SECOUSSES D UN ESSAIM"
"","440070","1799/01/25","9 h","3.5","I","MARAIS BRETON (BOUIN)","PAYS NANTAIS ET VENDEEN","REPLIQUE"
"","440069","1799/01/27","10 h","3.5","I","MARAIS BRETON (BOUIN)","PAYS NANTAIS ET VENDEEN","REPLIQUE"
"","60038","1799/03/05","4 h","5","I","COTE D'AZUR (NICE)","ALPES MARITIMES",""
"","440061","1799/03/21","12 h","3.5","I","MARAIS BRETON (BOUIN)","PAYS NANTAIS ET VENDEEN","REPLIQUE"
"","680037","1801/09/11","1 h 15 min","4.5","B","PLAINE DE HAUTE-ALSACE (NEUF-BRISACH)","ALSACE",""
"","10037","1801/12/01","","3.5","C","BUGEY (ANGLEFORT)","BRESSE ET JURA BRESSAN","PRECURSEUR"
"","360030","1801/12/15","16 h","3","I","CHAMPAGNE BERRICHONNE (ISSOUDUN)","BERRY","PRECURSEUR"
"","360031","1801/12/16","16 h 15 min","5","C","CHAMPAGNE BERRICHONNE (ISSOUDUN)","BERRY",""
"","10005","1801/12/18","22 h","5","C","BUGEY (ANGLEFORT)","BRESSE ET JURA BRESSAN",""
"","140010","1802/01/17","8 h 45 min","4","I","BOCAGE NORMAND (CAUMONT-SUR-ORNE)","NORMANDIE",""
"","670044","1802/01/23","22 h 10 min","4","C","PLAINE DE BASSE-ALSACE (STRASBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","170040","1802/08/17","20 h","3","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","670048","1802/09/11","7 h 30 min","5","I","PLAINE DE BASSE-ALSACE (STRASBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","670049","1802/09/13","3 h","4","I","PLAINE DE BASSE-ALSACE (STRASBOURG)","ALSACE","GROUPE DE SECOUSSES D UN ESSAIM"
"","670051","1802/09/14","7 h 4 min","4","I","PLAINE DE BASSE-ALSACE (STRASBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","670055","1802/11/08","23 h 30 min","5","B","PLAINE DE BASSE-ALSACE (STRASBOURG)","ALSACE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","710003","1802/11/27","1 h","4","E","PAYS D'AUTUN ET DU CREUSOT (AUTUN)","BOURGOGNE",""
"","40032","1802/12/31","11 h","5.5","I","MOYENNE-DURANCE (SISTERON)","ALPES PROVENCALES",""
"","130044","1803/02/05","23 h 45 min","4.5","C","BASSE-PROVENCE (MARSEILLE ?)","PROVENCE",""
"","630017","1803/08/16","15 h","4.5","C","LIMAGNE (RIOM)","AUVERGNE",""
"","1110236","1803/12/02","4 h","4","I","PFLAZ (TRIER)","ALLEMAGNE",""
"","1100115","1804/01/13","18 h 30 min","5","C","ZUID-HOLLAND (MAASLUIS-SCHIEDAM)","HOLLANDE",""
"","170041","1804/03/05","","3.5","I","ILE DE RE","CHARENTES",""
"","1100117","1804/08/25","10 h","4","C","ZUID-HOLLAND (SCHIEDAM)","HOLLANDE",""
"","350011","1804/09/23","16 h","6","E","MANCHE (GOLFE DE ST-MALO)","BRETAGNE",""
"","350013","1805/02/11","10 h 30 min","5.5","E","BASSIN DE LAVAL (N. ARGENTRE-DU-PLESSIS ?)","MAINE",""
"","880042","1805/05/12","10 h","3.5","I","HAUTES-VOSGES (REMIREMONT)","VOSGES",""
"","170042","1805/08/18","6 h","5.5","I","ILE D'OLERON","CHARENTES",""
"","130105","1806/01/20","0 h 15 min","5","I","ALPILLES (ORGON)","PROVENCE",""
"","860008","1806/01/24","2 h 0 min","5","C","PLAINE DU HAUT POITOU (POITIERS ?)","POITOU",""
"","860049","1806/01/24","2 h 10 min","4","I","PLAINE DU HAUT POITOU (POITIERS ?)","POITOU","REPLIQUE"
"","1130506","1806/03/31","9 h 10 min","5.5","B","RIVIERA DI PONENTE (DOLCEACQUA)","ITALIE","GROUPE DE SECOUSSES D UN ESSAIM"
"","60041","1806/06/20","23 h 15 min","6","I","COTE D'AZUR (NICE)","ALPES MARITIMES",""
"","640196","1807/01/15","1 h 30 min","6","C","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",""
"","1100020","1807/02/03","18 h 30 min","4","I","ARDENNES (NEUFCHATEAU)","BELGIQUE",""
"","150038","1807/02/09","19 h","6","C","AUBRAC (CHAUDES-AIGUES)","AUVERGNE",""
"","120009","1807/03/23","11 h 15 min","6","B","CHATAIGNERAIE (VILLECOMTAL)","QUERCY-ROUERGUE",""
